Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,ALD1AH1,KCNT2,HIGD1B,ALD1AH2,PDGFRB,CLDN5,CCL19,DCN,KCNJ8,VEGFC,IL1R1,TAGLN,MFSD2A,RARA,TMEM132C,ACKR1,RGS16,MECOM
281,4104,452914,552.7,3,6,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0
282,1576,450157,419.0,2,3,0,3,3,26,1,18,0,9,3,5,1,1,1,0,1,4
283,1313,450357,416.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,3751,451701,532.2,0,0,0,0,0,0,3,0,0,0,1,4,1,0,0,0,0,1
285,3343,452583,414.9,0,0,1,0,0,0,1,0,0,0,1,6,1,0,1,0,0,0
286,1475,449264,727.6,1,2,0,0,0,0,3,0,0,0,0,1,0,1,0,0,3,0
287,3344,452188,514.9,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1
288,2808,449159,375.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
289,734,449122,403.8,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0
290,675,450007,613.6,2,2,0,3,14,0,2,11,0,0,16,2,1,1,1,0,1,0
291,3228,448643,285.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2709,449299,399.0,0,0,0,0,0,17,0,0,0,0,0,1,3,2,0,0,0,0
293,3390,449094,334.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,659,449156,585.1,6,2,0,2,14,0,0,14,1,2,14,1,0,1,0,0,0,0
295,2131,450064,484.8,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,3,2
296,3736,452836,268.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2420,449840,487.5,2,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1
298,3799,448790,334.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2501,451145,584.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
300,4818,452809,180.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,598,451470,379.4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
302,540,449606,487.5,2,6,0,1,5,0,0,2,0,0,8,0,0,1,1,0,0,0
303,2537,450301,446.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
304,1644,449826,556.7,0,1,0,0,10,87,1,1,2,10,0,2,0,5,0,0,1,10
305,1413,449145,306.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,4619,449309,467.1,0,9,0,0,1,0,2,0,0,0,3,2,0,2,3,0,0,0
307,4472,451900,408.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,4350,451653,427.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
309,3243,453148,507.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,551,448692,422.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,1122,448694,405.8,0,4,3,0,10,0,1,0,0,0,5,2,0,0,0,0,0,0
312,3205,450907,259.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,611,449646,423.8,0,4,0,1,9,2,0,2,11,0,4,15,0,1,0,0,2,1
314,1174,448550,492.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0
315,817,449736,417.8,1,2,0,2,3,0,1,10,0,0,12,0,0,0,1,0,0,0
316,1737,449189,461.3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
317,982,451499,205.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,3949,453321,196.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
319,3422,449930,408.7,0,0,0,0,0,0,0,3,1,1,0,1,0,1,0,0,0,1
320,3279,451385,291.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
321,689,450931,406.2,0,1,0,2,0,32,2,0,1,3,5,2,1,2,0,0,0,7
322,3873,449582,217.8,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
323,607,451142,382.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,1116,451851,191.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,634,451015,480.7,1,0,0,1,1,45,1,1,0,3,1,1,1,6,0,0,0,11
326,3128,448906,572.1,0,1,0,0,1,82,3,0,0,0,3,2,12,7,0,27,0,6
327,2698,450057,317.1,2,2,0,1,6,0,0,22,0,0,5,0,0,1,0,0,0,0
328,4397,451847,216.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,1641,449983,513.4,0,0,0,1,9,32,2,9,0,4,12,18,0,3,0,0,0,5
330,2027,448580,340.8,2,0,0,4,1,23,0,0,0,0,1,0,3,0,0,0,0,0
331,1297,452324,491.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
332,3942,451427,599.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,761,449355,552.8,6,10,0,3,16,0,0,13,0,1,10,0,0,0,1,0,0,0
334,2125,451623,340.2,0,1,1,0,0,23,1,1,0,0,1,0,1,1,0,1,0,3
335,4404,451572,531.6,1,14,0,0,4,0,0,0,0,0,2,2,10,1,9,0,2,0
336,4895,452859,171.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
337,2831,452046,373.8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
338,4576,451085,604.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
339,1143,452225,402.1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0
340,2380,448586,382.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
341,4611,452270,592.7,3,0,0,3,9,0,1,20,0,1,16,5,0,0,2,0,0,0
342,4007,452333,195.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343,3718,448735,389.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
344,1374,452886,263.7,0,4,0,0,2,0,0,1,1,0,0,11,0,1,0,0,0,0
345,2350,450141,549.1,0,0,0,1,1,0,1,3,0,0,0,0,1,0,0,0,2,1
346,469,452125,535.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
347,324,450393,291.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,4845,452853,202.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,757,451091,410.1,2,5,0,2,3,9,1,6,0,0,9,4,0,2,1,0,0,0
350,3208,449462,596.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
351,4386,453008,309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
352,760,452054,468.2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
353,2822,452804,299.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,819,449303,536.1,2,7,0,2,9,0,0,10,0,1,5,0,0,1,3,0,0,0
355,522,448823,476.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
356,1500,451041,303.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,4214,453251,344.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,653,449467,660.1,2,0,0,2,0,70,0,0,1,1,6,1,9,3,0,0,0,8
359,3278,451525,199.8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
360,1563,453194,558.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,383,451354,368.4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
362,3464,453070,299.9,0,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0
363,1570,452484,274.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,665,451312,503.6,3,1,0,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0
365,2678,453365,135.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,3200,452503,195.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,632,450249,335.4,0,0,0,0,1,17,1,2,0,0,2,1,7,1,0,0,0,0
368,1207,451045,257.7,0,1,0,0,2,7,0,0,0,4,0,2,0,1,1,0,0,0
369,2383,449971,418.4,2,4,0,4,6,0,0,19,0,0,6,0,0,2,2,0,0,0
370,567,451952,640.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
371,2208,448471,185.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,551,450719,419.8,4,4,0,3,7,0,1,14,0,1,10,1,0,0,0,0,0,1
373,1763,449804,468.0,2,0,0,3,11,1,0,12,0,0,6,1,0,1,0,0,0,0
374,1637,448497,223.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
375,1848,449225,466.1,0,1,1,1,0,41,1,0,0,4,0,0,5,3,0,0,0,5
376,459,449772,459.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0
377,3717,448640,387.5,0,0,0,0,0,19,0,0,0,0,0,0,1,2,0,0,0,1
378,1835,448917,280.9,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
379,584,451240,450.6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
380,1054,452862,500.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
381,3546,452462,510.1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0
382,1326,450521,500.6,2,7,0,3,3,0,0,11,0,1,6,1,0,1,2,0,0,0
383,488,451180,433.5,1,2,0,0,1,1,1,1,0,0,5,0,0,1,0,0,1,0
384,3742,451893,455.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,4497,449011,147.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,4075,448845,136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1795,451737,244.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,671,449696,474.5,0,8,1,0,13,0,0,5,18,0,3,12,0,2,0,1,2,0
389,375,449010,509.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,1597,448512,224.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1779,449705,432.1,1,5,0,0,12,0,0,15,0,0,5,1,1,0,1,0,0,0
392,3314,449022,191.6,0,3,0,0,1,0,0,2,1,0,1,6,0,0,0,2,0,0
393,1305,450685,274.2,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0
394,1335,450278,252.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,1200,453335,461.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,3762,450010,326.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
397,1455,451101,175.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,3477,451786,299.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1426,451074,191.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,4123,453342,370.2,0,2,0,0,4,0,0,3,0,0,4,0,0,1,2,1,0,0
401,3223,449655,456.6,0,1,0,1,4,2,1,3,0,0,1,0,0,0,0,0,0,0
402,1550,449767,393.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
403,3379,449873,142.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,4432,452085,592.4,0,14,1,0,13,22,1,2,4,0,4,8,3,1,0,0,4,0
405,244,450927,334.8,0,1,0,0,10,0,1,3,3,0,1,0,0,0,0,0,0,0
406,1725,450353,344.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
407,539,450852,734.3,5,1,0,2,8,0,1,17,0,1,9,1,3,1,1,1,4,6
408,2322,450038,442.6,0,3,0,1,4,0,1,11,1,0,9,0,0,0,2,0,1,0
409,1680,448508,189.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1910,448852,329.1,10,0,0,0,5,0,0,1,0,0,10,0,0,0,0,0,2,0
411,2389,452270,174.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412,4526,453176,215.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,4354,452014,460.6,0,0,0,0,3,10,0,1,3,0,2,1,2,0,0,0,3,1
414,3255,452662,162.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2210,451114,235.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,669,451226,223.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,4235,450536,250.9,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
418,1851,448827,339.6,4,0,0,1,0,0,1,4,0,0,8,1,0,0,0,0,2,0
419,3994,453355,376.0,1,2,0,0,4,0,1,2,0,0,4,0,0,1,1,0,0,0
420,4224,453123,294.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,3141,450129,258.9,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
422,4205,450675,165.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2863,452295,116.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2367,452247,148.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,1241,450652,172.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1522,450961,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,3314,451530,155.0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
428,2434,450723,120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,3188,448990,90.2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0
430,2142,450930,112.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,1152,451867,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,4566,449242,129.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,1890,451064,179.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
434,3448,449836,105.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,952,452233,539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2750,449177,193.8,2,0,0,0,0,2,1,2,0,2,0,0,0,1,0,2,0,1
437,2402,448800,114.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
438,1453,450970,149.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
439,4784,452857,93.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,3209,449587,106.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,4330,453243,120.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
442,4235,450670,116.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,2253,451075,208.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,1744,449907,93.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,3647,448693,117.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,1899,457219,451.7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0
447,2768,455108,480.8,1,0,0,3,3,0,3,0,0,1,0,1,1,4,0,0,0,0
448,2007,454055,609.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
449,4476,457729,495.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1501,456337,403.3,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,5,0
451,2813,455324,339.6,0,3,0,0,4,3,1,7,7,0,1,4,0,3,0,0,0,0
452,4839,456182,564.1,0,0,0,1,1,0,1,0,0,0,0,0,1,5,0,1,0,0
453,1707,454393,584.2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,1
454,1791,457819,559.9,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
455,2156,455142,404.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
456,1300,455156,411.8,0,0,0,0,0,47,1,0,0,0,0,1,0,0,0,0,0,13
457,4633,457096,365.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
458,2967,454090,473.6,2,2,0,0,11,0,1,23,0,1,3,2,1,0,0,0,1,0
459,1450,453820,374.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,3767,453490,504.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1708,456628,410.1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0
462,1359,455325,484.2,8,4,0,2,18,2,0,38,3,2,9,3,1,2,5,0,0,0
463,1556,453422,307.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2705,454316,511.1,3,0,0,1,17,2,1,41,2,0,3,16,0,1,2,0,1,1
465,2228,454079,453.8,0,4,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0
466,1369,456376,369.0,1,1,0,1,8,2,0,9,0,1,7,1,0,1,0,0,0,0
467,4444,458126,631.9,0,3,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0
468,1110,454974,408.4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
469,1642,458185,637.9,2,3,0,0,0,1,3,0,1,0,10,4,0,5,1,1,1,0
470,2138,454900,312.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
471,3029,454181,442.4,0,2,0,1,7,0,0,5,0,2,0,0,0,3,0,0,0,1
472,1345,453901,393.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
473,2966,455781,477.1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
474,2441,454414,461.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,728,453710,467.8,2,5,0,1,5,0,0,0,0,0,11,0,0,0,1,0,0,0
476,1716,453765,388.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,2549,454412,534.6,3,6,0,0,5,0,0,1,1,2,0,1,0,2,0,1,0,1
478,2822,454997,390.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
479,2638,456993,462.0,0,5,0,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0
480,1482,454764,524.8,3,5,0,1,13,0,0,15,0,2,15,3,0,1,2,0,0,0
481,1977,456650,354.2,2,5,1,0,13,4,0,4,0,0,3,11,0,1,0,0,1,0
482,2420,453986,376.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
483,1592,458058,539.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,2675,455445,583.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
485,1640,453529,371.6,0,2,0,2,7,1,0,0,0,0,3,0,0,0,0,0,0,0
486,1800,456665,558.7,6,2,0,7,10,0,0,13,0,0,24,2,0,0,2,0,0,0
487,4602,455462,484.9,0,0,0,2,1,0,0,0,0,0,9,1,1,3,1,0,2,0
488,859,453711,522.1,7,3,0,2,13,0,0,10,1,0,17,0,0,1,2,0,0,0
489,891,453590,460.1,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1
490,1388,456244,324.2,0,4,0,0,0,0,0,7,10,0,1,9,0,1,0,0,1,0
491,972,456357,229.5,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1
492,2751,454199,419.0,5,0,0,1,13,0,1,13,0,0,6,1,0,0,1,0,0,0
493,1632,455147,348.8,0,0,0,0,2,25,0,4,0,0,0,0,0,1,0,0,0,2
494,1667,456244,659.0,2,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,2,0
495,1469,456211,347.6,0,4,0,0,10,1,0,3,6,0,0,7,0,1,0,0,1,0
496,2138,454238,582.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
497,2279,457730,486.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
498,2900,455631,351.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
499,1606,455244,371.4,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0
500,2039,457831,610.9,2,1,1,0,0,79,1,2,0,1,2,0,0,1,1,0,0,10
501,2532,454672,520.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
502,3102,453924,500.6,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0
503,2630,454805,560.2,2,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0
504,2767,454508,429.5,0,0,0,3,7,45,0,0,0,2,0,12,0,2,0,0,1,11
505,2170,455397,460.3,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0
506,987,454836,337.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,2118,455795,444.7,0,4,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0
508,3104,454574,257.1,0,1,3,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0
509,1544,457109,315.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,1339,453729,274.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
511,1948,456716,273.7,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
512,813,453812,497.4,8,4,0,1,13,0,1,9,0,1,16,0,0,1,3,0,2,0
513,1410,454900,236.9,0,0,0,0,0,12,0,8,0,0,1,0,3,0,0,0,0,1
514,1807,457230,304.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515,2079,457696,530.6,0,2,0,0,1,41,2,0,0,17,0,0,0,1,0,0,0,7
516,4536,457825,493.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
517,1438,454203,434.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
518,2241,454905,273.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
519,1334,455563,457.7,0,0,0,1,3,1,0,9,0,0,4,0,0,0,2,0,1,0
520,2807,455865,451.5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
521,2884,454246,357.9,0,0,0,1,4,1,0,1,0,1,1,7,0,2,0,0,0,3
522,2785,458093,441.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
523,1193,455597,526.0,1,0,0,0,0,56,2,0,0,1,3,1,10,2,0,9,0,7
524,2208,454982,386.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
525,1775,454898,224.0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
526,3194,455008,347.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
527,1220,455860,426.3,0,0,0,2,0,43,0,1,0,1,5,3,1,2,0,2,0,4
528,1236,454856,466.3,0,3,0,2,0,0,0,0,0,0,11,1,1,9,0,0,6,0
529,3451,454037,606.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
530,1304,455007,462.4,1,0,1,0,1,1,0,1,1,0,0,2,1,1,0,0,0,0
531,2128,457462,168.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2876,457081,252.9,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,1
533,3016,454296,314.5,0,0,0,1,6,1,0,4,0,0,4,0,0,0,0,0,0,0
534,2806,457624,159.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,876,455531,175.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
536,1427,455183,518.7,6,4,0,3,12,1,1,34,0,1,15,1,0,1,0,0,0,0
537,2020,455682,437.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,2212,457536,218.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
539,2745,455771,512.6,0,0,0,0,0,39,0,2,0,0,1,0,5,1,0,0,0,0
540,2366,457944,441.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,4383,453487,423.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
542,2032,455828,495.6,0,5,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0
543,1342,455771,387.3,2,0,0,0,0,0,0,7,0,0,0,0,0,1,2,0,0,0
544,2674,454571,484.0,0,0,1,1,11,17,0,5,1,3,1,15,0,2,0,0,1,5
545,2860,455381,229.7,0,0,0,0,2,8,0,0,0,2,1,1,0,0,0,0,0,3
546,1858,453646,273.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
547,1613,456117,231.5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
548,1449,456119,442.3,3,3,0,2,4,5,0,18,2,0,0,4,0,3,0,0,0,0
549,1193,455303,361.3,0,0,0,0,0,19,0,0,0,0,2,0,3,1,0,1,0,0
550,4110,453576,422.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,2215,453712,447.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
552,2551,454945,571.0,2,1,1,1,0,1,3,1,0,0,0,0,1,5,1,0,0,1
553,2125,454839,190.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,1348,454096,307.1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
555,1695,455985,252.9,0,1,1,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0
556,1146,454856,272.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
557,1299,453801,383.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
558,3728,453670,506.2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0
559,1308,455702,499.4,4,1,0,2,16,0,0,48,0,0,5,1,0,2,6,0,2,0
560,3052,453500,468.7,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1
561,2937,454525,451.7,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0
562,1637,456024,142.1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1
563,1583,455458,223.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
564,4694,455413,498.0,0,0,0,1,0,0,3,0,1,0,7,0,4,5,1,0,2,0
565,2222,455275,451.5,2,0,0,0,1,1,0,4,0,1,0,1,2,3,0,2,0,0
566,1297,456123,236.3,0,0,0,0,1,8,0,0,1,0,0,0,3,0,0,0,0,0
567,4738,455341,320.5,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0
568,4656,456457,498.7,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
569,2231,455600,205.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
