Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,ALD1AH1,KCNT2,HIGD1B,ALD1AH2,PDGFRB,CLDN5,CCL19,DCN,KCNJ8,VEGFC,IL1R1,TAGLN,MFSD2A,RARA,TMEM132C,ACKR1,RGS16,MECOM
22166,31643,404437,265.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22167,30480,407756,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22168,34055,409011,179.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22169,34443,407446,397.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22170,29841,404855,376.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22171,32067,407248,409.3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
22172,29847,408365,292.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22173,34163,405790,280.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22174,31181,408997,244.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22175,30878,404362,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22176,33998,406097,394.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22177,32419,407377,337.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
22178,32237,408461,156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22179,33483,404582,298.5,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0
22180,32451,407675,211.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22181,32234,408895,285.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22182,33859,408374,258.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22183,32316,408287,333.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22184,30658,406643,257.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0
22185,33960,405805,237.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22186,31974,404961,278.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22187,32985,406393,248.5,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
22188,31594,404356,422.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
22189,30610,405827,267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22190,29748,407882,224.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22191,33454,404765,450.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22192,30612,408387,252.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22193,31880,407007,230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22194,31496,405436,301.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0
22195,29810,407967,197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22196,33470,404224,202.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22197,32765,406149,216.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22198,31685,407399,220.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22199,29653,407385,213.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22200,30936,406723,260.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22201,33967,406379,155.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22202,30199,405403,336.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22203,33885,408151,271.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22204,31401,407012,315.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22205,32081,408144,326.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22206,32016,408122,295.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22207,34487,406365,165.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22208,32132,406890,265.7,2,0,0,0,0,12,1,0,0,0,2,0,8,0,0,0,0,2
22209,29753,408991,306.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22210,34164,404812,236.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22211,32428,406100,560.5,0,6,0,1,0,3,1,1,1,1,0,2,1,12,0,0,0,0
22212,30020,406916,252.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22213,33935,407919,246.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22214,30185,407176,337.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22215,32687,407406,305.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22216,30010,408815,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22217,33935,409000,318.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22218,33047,404867,242.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22219,32745,407368,266.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22220,32562,405287,545.9,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1
22221,34203,404839,201.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22222,33793,405304,289.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22223,30762,404684,243.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22224,32763,407424,299.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22225,32087,406849,160.4,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
22226,31319,404749,171.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22227,32047,405441,386.1,0,1,1,1,0,9,1,0,0,1,1,4,0,4,0,0,0,1
22228,31396,407867,258.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22229,32322,405120,315.4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22230,30418,407471,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22231,29628,408991,264.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22232,30587,404323,149.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22233,30616,406438,156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22234,34072,405252,176.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22235,30141,405418,317.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22236,34333,405910,245.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22237,31868,404945,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22238,32258,408848,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22239,32006,406332,208.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22240,31294,404623,209.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22241,30665,407124,189.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22242,29699,406760,320.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22243,31229,407876,176.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22244,30669,408996,324.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22245,31691,408638,148.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22246,34387,405907,188.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22247,33974,406719,258.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22248,30374,406522,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22249,32881,406083,136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22250,30639,404289,222.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22251,30180,406566,147.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22252,33583,405296,192.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22253,33600,404496,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22254,30515,407563,258.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22255,29980,406880,203.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22256,34468,407564,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22257,29593,405775,255.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22258,30193,404831,174.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22259,32027,408378,282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22260,33468,405288,149.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22261,32927,405829,313.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22262,32485,404204,307.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22263,31280,406483,196.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22264,29594,406780,275.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22265,34330,406318,222.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22266,33379,405253,148.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22267,29688,407867,207.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22268,31843,405750,272.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22269,33990,406961,176.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22270,29681,407621,139.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22271,30914,407574,301.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22272,29583,407928,142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22273,30621,407147,224.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22274,31928,406307,174.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22275,31824,405806,250.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22276,32490,407677,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22277,32455,404159,243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22278,34486,404339,115.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22279,33713,406140,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22280,33566,405579,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22281,31306,404288,356.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
22282,34042,407460,195.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22283,34472,404600,289.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22284,34487,406233,179.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22285,32852,408243,279.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
22286,31757,405584,133.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22287,34448,407525,188.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22288,31563,404531,270.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22289,34485,405826,113.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22290,31206,407623,252.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22291,30618,406787,310.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22292,32159,405273,658.3,0,0,0,2,1,0,1,0,0,0,0,3,0,0,1,0,0,0
22293,30540,408380,150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22294,31293,404720,162.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22295,32022,406409,236.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22296,29587,407115,259.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22297,33910,407885,107.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22298,29898,404112,185.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22299,33836,408163,222.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22300,33970,406029,321.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22301,30033,404125,261.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22302,33033,407097,244.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22303,32179,406152,192.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
22304,30573,404417,289.1,0,0,0,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0
22305,30478,408361,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22306,33898,408335,310.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22307,34493,407553,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22308,34031,405282,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22309,32795,406180,251.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22310,32053,407008,249.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22311,34458,404386,274.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22312,29866,407983,174.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22313,33202,404255,137.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22314,29921,408307,142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22315,30864,404318,182.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22316,30893,407757,400.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22317,31271,406528,128.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22318,34452,405927,218.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22319,31502,404399,267.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
22320,31522,404506,171.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22321,33005,407133,222.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22322,33489,407536,194.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22323,29614,404129,193.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22324,33624,405320,209.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22325,34484,405916,214.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22326,31508,404569,197.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22327,32814,408270,155.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22328,30660,408116,171.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22329,29784,407937,128.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22330,33009,406049,191.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22331,33402,408377,386.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
22332,33406,407575,432.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22333,32414,406407,155.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22334,29584,406450,142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22335,32078,406398,154.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22336,30975,408645,323.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22337,30521,407765,230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22338,33796,406665,242.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22339,33038,408001,106.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22340,29910,406210,113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22341,33916,408925,429.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22342,31976,408171,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22343,30496,407802,203.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22344,34322,406269,289.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22345,33777,404118,275.8,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
22346,33171,406277,134.7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22347,29734,407838,183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22348,32217,407367,208.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22349,30896,405035,105.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22350,31553,404579,189.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22351,31157,409021,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22352,33545,404121,304.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22353,32894,407011,126.7,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
22354,31799,405510,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22355,30948,404852,134.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22356,30855,404876,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22357,33949,406431,113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22358,31190,407664,203.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22359,30690,406685,279.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
22360,32089,406219,328.5,0,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
22361,29629,406799,229.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22362,31474,408713,328.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22363,34309,405230,120.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22364,29585,404652,281.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22365,30560,407885,118.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22366,30698,408072,203.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22367,30907,404843,245.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22368,31445,407051,141.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22369,33234,407600,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22370,31898,408058,241.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22371,30645,406133,121.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22372,30606,407863,111.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22373,31262,409017,143.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22374,33888,407947,142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22375,33329,408383,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22376,32530,405920,135.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22377,30566,406375,326.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
22378,29659,409021,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22379,32026,405366,141.6,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0
22380,33712,404136,122.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22381,32811,406103,101.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22382,30563,407561,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22383,30766,408147,136.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22384,30251,407167,226.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22385,31772,405517,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22386,32872,405798,167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22387,30504,407515,106.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22388,33840,408205,128.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22389,32271,408461,148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22390,34493,407487,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22391,29847,406498,139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22392,34266,407543,149.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22393,32275,408327,126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22394,31391,408156,134.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22395,34331,408515,113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22396,31430,404486,125.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22397,31050,406157,136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22398,31090,407595,106.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22399,33273,407669,120.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22400,33035,406135,124.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22401,33574,407895,97.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22402,31768,408000,119.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22403,32850,406455,120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22404,32657,406446,170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22405,31389,406077,135.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22406,30010,404871,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22407,32311,404110,188.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22408,34004,406568,103.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22409,31966,406365,128.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22410,32489,407471,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22411,31278,408934,113.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22412,29729,404771,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22413,31880,406370,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22414,31551,406666,126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22415,32182,407689,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22416,34328,405869,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22417,32013,404924,140.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22418,30817,406030,79.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22419,29978,404111,202.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22420,31218,407588,120.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22421,32952,406422,129.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22422,30390,406931,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22423,31822,408943,113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22424,30590,406826,236.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22425,32967,407670,113.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22426,33797,407277,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22427,31742,407429,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22428,32569,412308,436.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22429,31091,412844,362.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22430,32390,413355,396.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22431,33434,412583,375.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22432,31612,413420,387.8,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1
22433,31694,413525,347.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
22434,33922,411556,361.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
22435,31926,412547,383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22436,33590,409594,387.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
22437,30517,412081,441.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22438,30715,411280,368.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22439,32082,411056,403.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22440,31687,413132,369.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
22441,30573,413152,369.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
22442,34431,411899,336.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22443,32766,410721,369.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22444,32963,410730,391.6,0,2,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0
22445,33639,409366,422.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22446,32570,410093,390.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22447,31007,409126,372.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
